post,url,person_name,post_content,hashtag1,hashtag2,hashtag3,hashtag4,hashtag5,hashtag6,hashtag7,hashtag8,hashtag9,hashtag10,likes
evanharvey_from-22-days-to-22-seconds-with-ai-activity-7079873808270012416-fayp?trk=posts_directory,https://www.linkedin.com/posts/evanharvey_from-22-days-to-22-seconds-with-ai-activity-7079873808270012416-fayp?trk=posts_directory/,Evan Harvey,For technology leaders embarking on,#AI,#strategy,#talent,#data,#CDO,,,,,,5
